"title_name","address1","address2","city","region","country","postalCode","competition_corner","price","priceCurrency","organizer","type_description","contact_details","startDate","startMonth","startYear","endDate","endMonth","endYear","page_url"
"Reindeer Rumble","Kandy Kane Christmas Treeland","10001 NE 27th Terrace","Anthony","FL","United States","32617","Competition Corner","0.0","USD","Rex rumble ","Onsite Competition for Teams","","03","12","2022","03","12","2022","https://competitioncorner.net/events/7706/details"
"Portsidepalooza","Portside Barbell","62-64 North Fenton Street","Devonport","TAS","Australia","7307","Competition Corner","0.0","AUD","","Onsite Competition for Teams","","03","12","2022","03","12","2022","https://competitioncorner.net/events/7820/details"
"2022 Cristini Athletics Winter Classic","Cristini Athletics Markham","9833 Markham Road","Markham","ON","Canada","l3p3j3","Competition Corner","0.0","CAD","Cristini Athletics","Onsite Competition for Teams","","03","12","2022","03","12","2022","https://competitioncorner.net/events/8191/details"
"Tri Fit Games 2022","Freezing Hot CrossFit","2/130 Bulls Garden Road","Gateshead","NSW","Australia","2290","Competition Corner","","","","Onsite Competition for Teams","","03","12","2022","03","12","2022","https://competitioncorner.net/events/8266/details"
"Battle Cancer Los Angeles 2022","Dignity Health Sports Park","18400 Avalon Boulevard Carson","Los Angeles","CA","United States","90746","Competition Corner","75.0","USD","Battle Cancer","Onsite Competition for Individuals and teams","","03","12","2022","03","12","2022","https://competitioncorner.net/events/6287/details"
"Girls Gone Rx Canada: Windsor","All Level CrossFit","1821 Provincial Rd ","Windsor","ON","Canada","N8W 5V7","Competition Corner","0.0","CAD","Girls Gone Rx","Onsite Competition for Teams","","03","12","2022","03","12","2022","https://competitioncorner.net/events/8046/details"
"Belly of the Beast","Condell Park (CrossFit Valve)","32/398 Marion St","Condell Park","NSW","Australia","2200","Competition Corner","0.0","AUD","Battle of the Boxes","Onsite Competition for Teams","","04","12","2022","04","12","2022","https://competitioncorner.net/events/8222/details"
"Warrior Affiliate League - ""DELTA FORCE"" 3-person (MMM or FFF) Team Competition","CrossFit Lifted","Milliken Ave","Ontario","CA","United States","91762","Competition Corner","0.0","USD","Warrior Affiliate League","Onsite Competition for Teams","","04","12","2022","04","12","2022","https://competitioncorner.net/events/7155/details"
"FolkFest Throwdown Same Sex 3's","FolkFit","9-11 Paxman Road, Hardwick Industrial Estate ","Kings Lynn","Norfolk","United Kingdom","PE30 4NE","Competition Corner","0.0","GBP","","Onsite Competition for Teams","","04","12","2022","04","12","2022","https://competitioncorner.net/events/8128/details"
"Barbells & Bacon 2022","Crossfit The Tracks","3139 Dixie Hwy.","Erlanger","KY","United States","41018","Competition Corner","0.0","USD","Crossfit The Tracks Competitions","Onsite Competition for Teams","","10","12","2022","10","12","2022","https://competitioncorner.net/events/7921/details"
"The Beast Mode Course","Believe Gym","6028 Navigation Blvd","Houston","TX","United States","77011","Competition Corner","75.0","USD","The Beast Mode Games- Throwdown","Onsite Competition for Individuals","","10","12","2022","10","12","2022","https://competitioncorner.net/events/8096/details"
"Winter Solo 2022 - Indy Comp","Host Site: Top Tier Columbia","6570 Dobbin Rd","Columbia","MD","United States","21045","Competition Corner","100.0","USD","Move4Life Competitions","Onsite Competition for Individuals","","10","12","2022","10","12","2022","https://competitioncorner.net/events/8168/details"
"The Blitz","The Nova Training Center | CrossFit HyperNova","1011 8th st, Suite 301","Daytona Beach","FL","United States","32117","Competition Corner","0.0","USD","Squad Wars","Onsite Competition for Teams","","10","12","2022","10","12","2022","https://competitioncorner.net/events/8249/details"
"Naughty and Nice Winter Classic","F13 Performance","7562 Penn Dr Suite 160","Allentown","PA","United States","18106","Competition Corner","0.0","USD","","Onsite Competition for Teams","","10","12","2022","10","12","2022","https://competitioncorner.net/events/8284/details"
"The Big ShRED Competition ","Gain Fitness","1b Guardian Road","Norwich","Norfolk","United Kingdom","NR5 8PF","Competition Corner","0.0","GBP","","Onsite Competition for Teams","","10","12","2022","10","12","2022","https://competitioncorner.net/events/8117/details"
"The 2022 Midwest Championship","CrossFit Believe","303A Hawthorne Blvd","Warrensburg","MO","United States","64093","Competition Corner","65.0","USD","","Onsite Competition for Individuals","","17","12","2022","17","12","2022","https://competitioncorner.net/events/7901/details"
"Double Trouble Finals MOTORWORLD","MOTORWORLD Cologne","Butzweiler Str. 35-39","Köln ","NRW","Germany","50829","Competition Corner","0.0","EUR","Double Trouble ","Onsite Competition for Teams","","07","01","2023","08","01","2023","https://competitioncorner.net/events/8093/details"
"The European Championships Online Qualifiers 2023","","","","","","","Competition Corner","20.0","GBP","The European Championships ","Virtual Competition for Individuals and teams","","10","01","2023","30","01","2023","https://competitioncorner.net/events/7543/details"
"Battle Of The Box - Indy 2023","Thanksgiving Point Barn","3003 N Thanksgiving Way","Lehi","UT","United States","84043","Competition Corner","139.0","USD","Battle Of The Box","Onsite Competition for Individuals","","14","01","2023","14","01","2023","https://competitioncorner.net/events/8003/details"
"MIA Classic XI","The TYR Wodapalooza","301 Biscayne Blvd","Miami","FL","United States","33132","Competition Corner","105.0","USD","MIA Classic","Onsite Competition for Individuals","","15","01","2023","16","01","2023","https://competitioncorner.net/events/7722/details"
"MastersHQ Online Qualifier 2023","","","","","","","Competition Corner","39.95","AUD","MastersHQ ","Virtual Competition for Individuals","","19","01","2023","15","02","2023","https://competitioncorner.net/events/8068/details"
"Deutschland Showdown  Qualifer  2023","","","","","","","Competition Corner","15.95","EUR","Cf Events","Virtual Competition for Teams","","20","01","2023","20","02","2023","https://competitioncorner.net/events/8074/details"
"CFE's Muscles and Mascara Ladies Only Individual Competition 2023","CrossFit Exclamation","15 Wall Street","Burlington","MA","United States","01803","Competition Corner","79.0","USD","Coach","Onsite Competition for Individuals","","21","01","2023","21","01","2023","https://competitioncorner.net/events/7959/details"
"THE MIGHTIEST","Tribal Phoenix","63 Queens Drive","Lower Hutt","Wellington","New Zealand","5011","Competition Corner","90.0","NZD","","Onsite Competition for Individuals","","28","01","2023","29","01","2023","https://competitioncorner.net/events/7967/details"
"Swiss Functional Fitness Competition Season 22/23 | CF Nox","CF Nox","Route de l'Aérodrôme 3","Bex","VD","Switzerland","1880","Competition Corner","50.0","CHF","Swiss Functional Fitness ","Onsite Competition for Individuals","","04","02","2023","04","02","2023","https://competitioncorner.net/events/8196/details"
"The 2023 RCF Winter War","Rockingham CrossFit","1 Action Blvd ","Londonderry","NH","United States","03053","Competition Corner","0.0","USD","THE RCF 2022 WINTER WAR","Onsite Competition for Teams","","12","02","2023","12","02","2023","https://competitioncorner.net/events/5747/details"
"Rumsterdam ThrowDown 2023 -  Qualifications","","","","","","","Competition Corner","","","Rumsterdam ThrowDown","Virtual Competition for Individuals","","27","02","2023","03","04","2023","https://competitioncorner.net/events/7329/details"
"March Madness Throwdown","CrossFit Reserve","1927 Russell St. ","Spearfish","SD","United States","57783","Competition Corner","0.0","USD","March Madness Throwdown","Onsite Competition for Teams","","11","03","2023","11","03","2023","https://competitioncorner.net/events/6544/details"
"Come and Take It Showdown 2023","Sawed-Off CrossFit ","4000 Harvey Rd","College Station","TX","United States","77845","Competition Corner","0.0","USD","Come and Take It Showdown","Onsite Competition for Teams","","22","04","2023","22","04","2023","https://competitioncorner.net/events/8238/details"
"SWEDEN Throwdown 2023","Halmstad Arena","Växjövägen 11, 302 44 Halmstad, Sverige","Halmstad","","Sweden","","Competition Corner","","","CrossFit Licensed Event","Onsite Competition for Teams","","28","04","2023","30","04","2023","https://competitioncorner.net/events/7106/details"
"Clash of the Clans Online Seeding Event (20% off the first 30 Clan's)","","","","","","","Competition Corner","15.0","GBP","Clash of the Clans","Virtual Competition for Individuals and teams","","01","05","2023","29","05","2023","https://competitioncorner.net/events/8016/details"
"THE HYBRID OCR CHALLENGE ","Holme Pierrepont Country Park ","Adbolton Ln, Holme Pierrepont,","Nottingham","","United Kingdom","NG12 2LU","Competition Corner","85.0","GBP","The European Championships ","Onsite Competition for Individuals and teams","","07","05","2023","07","05","2023","https://competitioncorner.net/events/7826/details"
"Habsheim contest","CrossFit Habsheim","6 Avenue de Valparc","Habsheim","Alsace","France","68440","Competition Corner","45.0","EUR","CrossFit Habsheim","Onsite Competition for Individuals and teams","","13","05","2023","14","05","2023","https://competitioncorner.net/events/7945/details"
"SUMMER THROWDOWN 2023","Tanum Strand","TanumStrand, 457 95 Grebbestad","Grebbestad","","Sweden","45795","Competition Corner","0.0","SEK","CrossFit Licensed Event","Onsite Competition for Teams","","27","05","2023","28","05","2023","https://competitioncorner.net/events/7593/details"
"TRUST YOURSELF CONTEST FRANCE","French Riviera","Stade des 3 Moulins, 3 rue des trois moulins.","Antibes","Provence Alpes Cote d'Azur","France","06600","Competition Corner","95.0","CHF","","Onsite Competition for Individuals","","09","06","2023","12","06","2023","https://competitioncorner.net/events/8147/details"
"The Atlantic Coast Classic 2023","The Ocean Center","101 N Atlantic Ave","Daytona Beach","FL","United States","32118","Competition Corner","","","The ACC and The Vanguard","Onsite Competition for Individuals and teams","","09","06","2023","11","06","2023","https://competitioncorner.net/events/7793/details"
"TRUST YOURSELF CONTEST SWITZERLAND","PAYERNE","SALLE BH","PAYERNE","VAUD","Switzerland","1530","Competition Corner","95.0","CHF","","Onsite Competition for Individuals","","07","07","2023","10","07","2023","https://competitioncorner.net/events/8160/details"
"Rally In The Valley 2023","ShotFire Fitness and Meeks Mountain Trails","803 Midland Trail","Hurricane","WV","United States","25526","Competition Corner","75.0","USD","ShotFire Fitness","Onsite Competition for Individuals","","12","08","2023","13","08","2023","https://competitioncorner.net/events/8127/details"
"TRUST YOURSELF CONTEST BELGIUM","BELGIUM","SALLE","CHARLEROI","PROVINCE DU HAINAUT","Belgium","071","Competition Corner","95.0","EUR","","Onsite Competition for Individuals","","25","08","2023","28","08","2023","https://competitioncorner.net/events/8161/details"
"PAINKLLR Venice Beach 2023","Venice Beach Basketball Courts","1708-1798 Ocean Front Walk","Venice","CA","United States","90291","Competition Corner","225.0","USD","PAINKLLR ","Onsite Competition for Individuals and teams","","26","08","2023","26","08","2023","https://competitioncorner.net/events/7905/details"
