"name","company","type","image_url","category","detail","finish","pack"
"Cover Pack to suit DCS2024/25","Eurospec","DCEM2004-SV","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/c/dcs2025sss_cover_5.webp","Home, All product, Door controls, cover packs, Cover Pack to suit DCS2024/25","Door Closer Full Cover Accessory Pack to suit DCS2024/25. Available in different finishes.
DCP2024/5/BSS - Discontinued once stocks have goneDCP2024/5/EBP- Discontinued once stocks have goneDCP2024/5/SSS- Discontinued once stocks have gone","Silver","76mm Dia."
"Concealed Chain Spring Door Closer","Carlisle Brass","AA45R","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/a/aa45.webp","Home, All product, Door controls, ancillary product, Concealed Chain Spring Door Closer","UK's most popular low-cost method of closing a fire door (or normal door). Recommended for internal doors, they are fitted into the door edge, with the chain plate attached to the frame. When the door is opened, the spring recoils and forces the door to shut. Chain tension can be adjusted allowing a good degree of flexibility in setting the door closing rate. Square and Radius end version available. Tested to BS EN 1634-1:2008. Comes with a 10 year mechanical guarantee.
Download Declaration of Suitability
Download Fitting Instructions","Electro Brassed","Radius"
"Channel Forend for DCC Closer","Eurospec","AA45R","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/c/dcc2024_forend.webp","Home, All product, Door controls, all door controls, Channel Forend for DCC Closer","Channel Forend to match DCC2024SM, DCC2024SM/36, DCC2003SM, DCC2024CF, DCC2024/CF/36","Electro Brassed","Radius"
"Concealed Chain Spring Door Closer","Carlisle Brass","AA45R","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/a/aa45.webp","Home, All product, Door controls, all door controls, Concealed Chain Spring Door Closer","UK's most popular low-cost method of closing a fire door (or normal door). Recommended for internal doors, they are fitted into the door edge, with the chain plate attached to the frame. When the door is opened, the spring recoils and forces the door to shut. Chain tension can be adjusted allowing a good degree of flexibility in setting the door closing rate. Square and Radius end version available. Tested to BS EN 1634-1:2008. Comes with a 10 year mechanical guarantee.
Download Declaration of Suitability
Download Fitting Instructions","Electro Brassed","Radius"
"Cover Pack to suit DCS2024/25","Eurospec","AA45R","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/d/c/dcs2025sss_cover_5.webp","Home, All product, Door controls, all door controls, Cover Pack to suit DCS2024/25","Door Closer Full Cover Accessory Pack to suit DCS2024/25. Available in different finishes.
DCP2024/5/BSS - Discontinued once stocks have goneDCP2024/5/EBP- Discontinued once stocks have goneDCP2024/5/SSS- Discontinued once stocks have gone","Electro Brassed","Radius"
"1.05m Fire and Smoke Door Seals (5 pack)","Carlisle Brass","FDPS104B","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/d/fdp104b_2.webp","Home, All product, Fire seals, intumescent, 1.05m Fire and Smoke Door Seals (5 pack)","Firestop intumescent door seals are designed to close the gap between the fire door and frame in the event of a fire thereby preventing the spread of smoke and hot gasses. Once installed our seals can lay dormant for many years only activating when exposed to the rising temperatures and pressures in a fire situation. Firestops high performance intumescent core contains intercalated graphite which in the event of a fire expands multi-directionally up to 10-15 times its original size sealing the gap and holding the fire door in place. Firestops combined intumescent fire and smoke seal provides additional cold smoke protection sealing off the gap around the door and providing a permanent seal to the passage of smoke. The smoke seal also affords additional thermal and acoustic.","Brown","1.05m x 10mm x 4mm"
"2.1m Fire and Smoke Door Seals","Carlisle Brass","CB125-25","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/d/fdp104b_1.webp","Home, All product, Fire seals, intumescent, 2.1m Fire and Smoke Door Seals","Firestop intumescent door seals are designed to close the gap between the fire door and frame in the event of a fire thereby preventing the spread of smoke and hot gasses. Once installed our seals can lay dormant for many years only activating when exposed to the rising temperatures and pressures in a fire situation. Firestops high performance intumescent core contains intercalated graphite which in the event of a fire expands multi-directionally up to 10-15 times its original size sealing the gap and holding the fire door in place. Certifire approved and Fire door rated. Comes with a 10 year mechanical guarantee. Suitable for all domestic, commercial and industrial use.","Brown","2.1m x 10mm x 4mm"
"Intumescent Hinge Liner","Eurospec","CB125-25","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/i/n/int1102_2.webp","Home, All product, Fire seals, intumescent, Intumescent Hinge Liner","Intumescent Hinge Liners are designed to be fitted with all Fire Rated Hinges in order to comply with FD30/60 Fire Regulations. The intumescent material reacts to the heat of a fire and expands to seal any gaps around the hinge and maintain the fire resistance and integrity of the door. To Be Used in Conjunction With Fire Rated Hinges, to meet FD30 specification then one Intumescent Hinge Liner should be fitted to each leaf of the hinge. They are supplied in a pack of 4 liners so would suit one pair of hinges. To meet FD60 then two pads are required behind each lea. Intercalated Graphite 0.8mm Sheet, available in 3 Widths to suit various hinges; 30mm - To suit 102 x 76mm Hinges - Most commonly required, 36mm - To suit 102 x 89mm Hinges, 40mm - To suit 102 x 102mm Hinge. Supplied as a pack of 4 Liners.","Brown","2.1m x 10mm x 4mm"
"ES Surface 37 DB Range","Eurospec","ES","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/e/s/es_surface_seal.webp","Home, All product, Fire seals, acoustic seal, ES Surface 37 DB Range","A range of drop down seals for the bottom of doors also know as dropseals. The seals are activated by the closing action of the door dropping down to seal only when the door is closed. This leaves the threshold clear and flat without the need for high fixed thresholds. These seals have been tested without threshold plates and also straight down to carpet. They form an effective barrier against the outside climate, noise, light, fire, smoke and insects and provide a cost effective solution for part E and M of the latest UK building regulations, relating to disability, access and energy conservation. Available in different sizes.","Satin Anodised Aluminium","930mm"
"1.05m Fire and Smoke Door Seals (5 pack)","Carlisle Brass","FDPS104B","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/d/fdp104b_2.webp","Home, All product, Fire seals, all fire and seals, 1.05m Fire and Smoke Door Seals (5 pack)","Firestop intumescent door seals are designed to close the gap between the fire door and frame in the event of a fire thereby preventing the spread of smoke and hot gasses. Once installed our seals can lay dormant for many years only activating when exposed to the rising temperatures and pressures in a fire situation. Firestops high performance intumescent core contains intercalated graphite which in the event of a fire expands multi-directionally up to 10-15 times its original size sealing the gap and holding the fire door in place. Firestops combined intumescent fire and smoke seal provides additional cold smoke protection sealing off the gap around the door and providing a permanent seal to the passage of smoke. The smoke seal also affords additional thermal and acoustic.","Brown","1.05m x 10mm x 4mm"
"2.1m Fire and Smoke Door Seals","Carlisle Brass","CB125-25","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/d/fdp104b_1.webp","Home, All product, Fire seals, all fire and seals, 2.1m Fire and Smoke Door Seals","Firestop intumescent door seals are designed to close the gap between the fire door and frame in the event of a fire thereby preventing the spread of smoke and hot gasses. Once installed our seals can lay dormant for many years only activating when exposed to the rising temperatures and pressures in a fire situation. Firestops high performance intumescent core contains intercalated graphite which in the event of a fire expands multi-directionally up to 10-15 times its original size sealing the gap and holding the fire door in place. Certifire approved and Fire door rated. Comes with a 10 year mechanical guarantee. Suitable for all domestic, commercial and industrial use.","Brown","2.1m x 10mm x 4mm"
"ES Surface 37 DB Range","Eurospec","ES","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/e/s/es_surface_seal.webp","Home, All product, Fire seals, all fire and seals, ES Surface 37 DB Range","A range of drop down seals for the bottom of doors also know as dropseals. The seals are activated by the closing action of the door dropping down to seal only when the door is closed. This leaves the threshold clear and flat without the need for high fixed thresholds. These seals have been tested without threshold plates and also straight down to carpet. They form an effective barrier against the outside climate, noise, light, fire, smoke and insects and provide a cost effective solution for part E and M of the latest UK building regulations, relating to disability, access and energy conservation. Available in different sizes.","Satin Anodised Aluminium","930mm"
"Tee Hinge","Carlisle Brass","ITH450BLK","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/i/t/ith229zp.webp","Home, All product, Builders hardware, gate hinges, Tee Hinge","Tee Hinge. Suitable for general purpose use on gates and doors and other utility jobs. Available in different lengths.","Black","100mm"
"Cupboard Knob","Carlisle Brass","ICKCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/i/c/ickcp_32-bp_1.webp","Home, All product, Builders hardware, doorstops general, Cupboard Knob","Plain round thin knob on a slender stem with a large rose. For those on a budget but will still wishing to maintain a luxuriant impression. Comes in Blister Pack","Polished Chrome","38mm"
"Handrail Bracket","Carlisle Brass","IHBBZP-BP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/i/h/ihbbzp.webp","Home, All product, Builders hardware, doorstops general, Handrail Bracket","These sturdy bannister brackets will hold all types of lightweight timber handrail.","Bright Zinc Plated","63mm"
"Spring Stop","Carlisle Brass","HB64ZP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/i/s/isdseb.webp","Home, All product, Builders hardware, doorstops general, Spring Stop","A conventional spring style door stop to absorb door impact. Rubber buffer tip to prevent damage. The slender spring length expands to a wider circumfernce where it slots into the rose..","Zinc Plate","63mm"
