"name","city","state","zipcode","address","phone_no","website","page_url"
"Bedford Building Supply Inc","BEDFORD","Iowa","50833-1321","421 MAIN ST
BEDFORD, Iowa 50833-1321","712-523-2075","","https://www.lennox.com/locate/dealer/ia/bedford/bedford-building-supply-inc"
"Benson Htg & A/C","Eldon","Iowa","52554-9668","413 W Elm St
Eldon, Iowa 52554-9668","641-652-3165","","https://www.lennox.com/locate/dealer/ia/eldon/benson-htg-and-a-c"
"Bernie's Heating And Cooling","PRESTON","Iowa","52069-9736","203 INDUSTRIAL LN
PRESTON, Iowa 52069-9736","563-689-4328","","https://www.lennox.com/locate/dealer/ia/preston/bernies-htg-and-clg"
"Bill Young Plbg & Htg Inc","LAKE MILLS","Iowa","50450-1403","107 W MAIN ST
LAKE MILLS, Iowa 50450-1403","641-592-5611","http://youngphc.com/","https://www.lennox.com/locate/dealer/ia/lake-mills/bill-young-plbg-and-htg-inc"
"Brookwood Incorporated","Knoxville","Iowa","50138","2009 N Lincoln St
Knoxville, Iowa 50138","641-842-4315","","https://www.lennox.com/locate/dealer/ia/newton/brookwood-inc"
"Budget Heating & Cooling","BONDURANT","Iowa","50035-1241","7930 NE MORGAN DR
BONDURANT, Iowa 50035-1241","515-967-6737","","https://www.lennox.com/locate/dealer/ia/bondurant/budget-heating-and-cooling"
"C & K Inc","AMES","Iowa","50010-6508","2312 EDISON ST
AMES, Iowa 50010-6508","515-233-1175","","https://www.lennox.com/locate/dealer/ia/ames/c-and-k-inc"
"C & M Cooling Heating & Plbg LLC","Mt Pleasant","Iowa","52641-2301","204 E Clay St
Mt Pleasant, Iowa 52641-2301","319-385-4125","","https://www.lennox.com/locate/dealer/ia/mt-pleasant/c-and-m-cooling-htg-and-plbg-llc"
"CW Suter Services","SIOUX CITY","Iowa","51101-2030","1800 11TH ST
SIOUX CITY, Iowa 51101-2030","712-252-3007","http://www.cwsuter.com","https://www.lennox.com/locate/dealer/ia/sioux-city/c-w-suter-svcs"
"Camblin Plumbing & Heating Inc","ATLANTIC","Iowa","50022-1064","307 CHESTNUT ST
ATLANTIC, Iowa 50022-1064","712-243-1512","http://www.camblins.com","https://www.lennox.com/locate/dealer/ia/atlantic/camblin-plumbing-and-htg-inc"
"Carruthers Plumbing & Heating","LENOX","Iowa","50851-1238","112 N MAIN ST
LENOX, Iowa 50851-1238","641-333-2331","","https://www.lennox.com/locate/dealer/ia/lenox/carruthers-plumbing-and-heating"
"Chown Appliance Inc","NICHOLS","Iowa","52766-7709","415 IJEM AVE
NICHOLS, Iowa 52766-7709","319-723-4314","","https://www.lennox.com/locate/dealer/ia/nichols/chown-appliance-inc"
"Corning Plumbing & Heating","CORNING","Iowa","50841-1415","721 BENTON AVE
CORNING, Iowa 50841-1415","641-322-3420","","https://www.lennox.com/locate/dealer/ia/corning/corning-plumbing-and-heating"
"Cresco Heating & Vent Company","CRESCO","Iowa","52136-1516","112 2ND ST W
CRESCO, Iowa 52136-1516","563-547-2982","","https://www.lennox.com/locate/dealer/ia/cresco/cresco-heating-and-vent-company"
"Don & Walt LLC","MANCHESTER","Iowa","52057-1828","1201 E MAIN ST STE A
MANCHESTER, Iowa 52057-1828","563-927-2232","","https://www.lennox.com/locate/dealer/ia/manchester/don-and-walt-llc"
"DRG Mechanical Inc","LESTER","Iowa","51242-7701","210 MAIN ST
LESTER, Iowa 51242-7701","712-478-4607","","https://www.lennox.com/locate/dealer/ia/lester/drg-mechanical-inc"
"Fertile Larsen Plbg & Htg Inc","FERTILE","Iowa","50434-1018","102 W MAIN ST
FERTILE, Iowa 50434-1018","641-797-2219","","https://www.lennox.com/locate/dealer/ia/fertile/fertile-larsen-plbg-and-htg-inc"
"Fred's Plumbing & Heating","HOSPERS","Iowa","51238-7724","106 MAIN ST
HOSPERS, Iowa 51238-7724","712-752-8525","http://www.fredspandh.com/","https://www.lennox.com/locate/dealer/ia/hospers/fred's-plumbing-and-heating"
"Graber Heating & Air Cond Inc","KALONA","Iowa","52247-9156","1302 ANGLE RD SW
KALONA, Iowa 52247-9156","319-683-2448","http://www.graberheatingandair.com/","https://www.lennox.com/locate/dealer/ia/kalona/graber-htg-and-ac-inc"
"Green Plumbing & Heating Inc","MEDIAPOLIS","Iowa","52637-7731","636 MAIN ST
MEDIAPOLIS, Iowa 52637-7731","319-394-3329","","https://www.lennox.com/locate/dealer/ia/mediapolis/green-plumbing-and-htg-inc"
"Hardon's Inc.","TAMA","Iowa","52339-2310","114 W 4TH ST
TAMA, Iowa 52339-2310","641-484-3222","","https://www.lennox.com/locate/dealer/ia/tama/hardons-inc"
"Haselhoff Air Solutions LLC","Ames","Iowa","50010-6416","335 Bell Ave #102
Ames, Iowa 50010-6416","515-450-8739","","https://www.lennox.com/locate/dealer/ia/ames/haselhoff-air-solutions-llc"
"Heartland Heating & Clg LLC","Grimes","Iowa","50111-6610","3155 SE Miehe Dr #1
Grimes, Iowa 50111-6610","515-986-5007","","https://www.lennox.com/locate/dealer/ia/grimes/heartland-heating-and-clg-llc"
"Hemers Plumbing & Heating","Odebolt","Iowa","51458-7715","213 Maple St
Odebolt, Iowa 51458-7715","712-668-2243","","https://www.lennox.com/locate/dealer/ia/odebolt/hemers-plumbing-and-heating"
"Hinds Mechanical","MILO","Iowa","50166-8832","14779 TYLER ST
MILO, Iowa 50166-8832","(515) 808-3190","","https://www.lennox.com/locate/dealer/ia/milo/hinds-mech"
"Hudson Hdwe Plbg & Htg Inc","HUDSON","Iowa","50643-7758","520 MAIN ST
HUDSON, Iowa 50643-7758","319-988-3231","http://www.petersenhhph.com","https://www.lennox.com/locate/dealer/ia/hudson/hudson-hdwe-plbg-and-htg-inc"
"Iltens Incorporated","CEDAR RAPIDS","Iowa","52404-2627","919 14TH AVE SW
CEDAR RAPIDS, Iowa 52404-2627","319-363-0283","http://www.iltens.com","https://www.lennox.com/locate/dealer/ia/cedar-rapids/iltens-inc"
"Jagen Plbg Htg & Clg Inc","FAIRFIELD","Iowa","52556-2416","410 N 2ND ST
FAIRFIELD, Iowa 52556-2416","641-472-4341","","https://www.lennox.com/locate/dealer/ia/fairfield/jagen-plbg-htg-and-clg-inc"
"Johnson Plbg Htg & Air Cond","SWEA CITY","Iowa","50590-1069","305 4TH AVE W
SWEA CITY, Iowa 50590-1069","515-272-4202","","https://www.lennox.com/locate/dealer/ia/swea-city/johnson-plbg-htg-and-ac"
"Johnson Plumbing & Heating Co","PARKERSBURG","Iowa","50665-7733","501 COATES ST
PARKERSBURG, Iowa 50665-7733","319-239-0660","","https://www.lennox.com/locate/dealer/ia/parkersburg/johnson-plumbing-and-heating-co"
"Kalins Indoor Comfort","Sioux City","Iowa","51103","1715 W 4th St
Sioux City, Iowa 51103","712-252-2000","http://www.kalinsindoor.com/","https://www.lennox.com/locate/dealer/sd/yankton/kalins-indoor-comfort"
"Kapaun & Brown Incorporated","Marshalltown","Iowa","50158-2464","W Lincoln St
Marshalltown, Iowa 50158-2464","641-753-3563","","https://www.lennox.com/locate/dealer/ia/marshalltown/kapaun-and-brown-inc"
"Keegan Murphy's Heating & Plumbing","HAMPTON","Iowa","50441-1813","1207 CENTRAL AVE E
HAMPTON, Iowa 50441-1813","641-456-2372","","https://www.lennox.com/locate/dealer/ia/hampton/keegan-murphys-htg-and-plumbing"
"Kellams & Bertsch Inc","MAQUOKETA","Iowa","52060-2452","404 PERSHING RD
MAQUOKETA, Iowa 52060-2452","563-652-3204","","https://www.lennox.com/locate/dealer/ia/maquoketa/kellams-and-bertsch-inc"
"Kelly Heating Service Inc","IOWA CITY","Iowa","52246-5737","1936 S RIVERSIDE DR
IOWA CITY, Iowa 52246-5737","319-337-3520","","https://www.lennox.com/locate/dealer/ia/iowa-city/kelly-heating-service-inc"
"Kieffer Plumbing & Heating","BELLEVUE","Iowa","52031-1313","104 COURT ST
BELLEVUE, Iowa 52031-1313","563-872-3732","","https://www.lennox.com/locate/dealer/ia/bellevue/kieffer-plumbing-and-heating"
"Kohles & Bach Inc","JOHNSTON","Iowa","50131-1331","5185 NW BEAVER DR
JOHNSTON, Iowa 50131-1331","515-278-2900","http://www.kohlesandbach.com","https://www.lennox.com/locate/dealer/ia/johnston/kohles-and-bach-inc"
"Kraus Plbg & Htg LLC","MONTICELLO","Iowa","52310-1724","317 S LOCUST ST
MONTICELLO, Iowa 52310-1724","319-465-5129","","https://www.lennox.com/locate/dealer/ia/monticello/kraus-plbg-and-htg-llc"
"Kurt's Plumbing & Heating","MONONA","Iowa","52159-8036","203 W SPRUCE ST
MONONA, Iowa 52159-8036","563-539-2605","","https://www.lennox.com/locate/dealer/ia/monona/kurt's-plumbing-and-heating"
"Langel's Plbg Htg & Air Cond","LE MARS","Iowa","51031-1829","735 6TH ST SW
LE MARS, Iowa 51031-1829","712-546-8562","http://www.langels.com/","https://www.lennox.com/locate/dealer/ia/le-mars/langels-plbg-htg-and-ac"
"Larsen Plumbing & Heating Inc","FERTILE","Iowa","50434-1018","102 W MAIN ST
FERTILE, Iowa 50434-1018","641-797-2219","","https://www.lennox.com/locate/dealer/ia/fertile/larsen-plumbing-and-heating-inc"
"Loftus Heating Air Cond & Elec","Logan","Iowa","51546","418 E 7th St
Logan, Iowa 51546","712-644-3260","","https://www.lennox.com/locate/dealer/ia/logan/loftus-htg-and-air-llc"
"Lozier Heating & Cooling Inc","WEST DES MOINES","Iowa","50265-5540","536 S 19TH ST
WEST DES MOINES, Iowa 50265-5540","515-267-1000","http://www.lozierheatingcooling.com","https://www.lennox.com/locate/dealer/ia/west-des-moines/lozier-htg-and-clg-inc"
"Lynn Furnace","Shenandoah","Iowa","51601-1512","500 SW Rd
Shenandoah, Iowa 51601-1512","712-246-2394","","https://www.lennox.com/locate/dealer/ia/shenandoah/lynn-furnace"
"Bldg Science Solutions Inc","Marion","Iowa","52302-3811","107 35th St
Marion, Iowa 52302-3811","(319) 261-1000","","https://www.lennox.com/locate/dealer/ia/marion/m2x-energy-inc"
"Marcus Lumber Company","MARCUS","Iowa","51035","409 N LOCUST ST
MARCUS, Iowa 51035","712-376-4141","","https://www.lennox.com/locate/dealer/ia/marcus/marcus-lumber-company"
"Master Plumbing Inc","Cedar Rapids","Iowa","52403","3111 1st Ave SE
Cedar Rapids, Iowa 52403","319-363-7533","","https://www.lennox.com/locate/dealer/ia/cedar-rapids/master-plumbing-inc"
"Mechanical Air Systems Company","MASON CITY","Iowa","50401-6734","2417 S FEDERAL AVE
MASON CITY, Iowa 50401-6734","641-423-7032","http://www.mechair.com/","https://www.lennox.com/locate/dealer/ia/mason-city/mechanical-air-systems-co"
"Meyer Mech Contractors","Dyersville","Iowa","52040-1206","204 2nd Ave NE
Dyersville, Iowa 52040-1206","563-875-7163","","https://www.lennox.com/locate/dealer/ia/dyersville/meyer-mech-contractors"
"Meyer Mechanical","DYERSVILLE","Iowa","52040-1206","204 2ND AVE NE
DYERSVILLE, Iowa 52040-1206","563-875-7163","http://www.meyermechanicalcompany.com/","https://www.lennox.com/locate/dealer/ia/dyersville/meyer-mechanical"
"Mick Gage Plumbing & Heating","NEW HAMPTON","Iowa","50659-1105","511 W MILWAUKEE ST
NEW HAMPTON, Iowa 50659-1105","641-394-4985","","https://www.lennox.com/locate/dealer/ia/new-hampton/mick-gage-plumbing-and-heating"
"Mike Fereday Htg & Air Cond","WATERLOO","Iowa","50702-2125","827 W 5TH ST
WATERLOO, Iowa 50702-2125","319-232-0900","","https://www.lennox.com/locate/dealer/ia/waterloo/mike-fereday-htg-and-ac"
"Mills-Inc","Charles City","Iowa","50616-2020","1906 Gilbert St
Charles City, Iowa 50616-2020","641-228-2545","http://mills-inc.com/","https://www.lennox.com/locate/dealer/ia/charles-city/mills-inc"
"Mitchell & Sons Htg & Clg Inc","OTTUMWA","Iowa","52501-4810","109 S MADISON AVE
OTTUMWA, Iowa 52501-4810","641-684-7795","","https://www.lennox.com/locate/dealer/ia/ottumwa/mitchell-and-sons-htg-and-clg-inc"
"Moore's Services Inc","COUNCIL BLUFFS","Iowa","51501-6203","1310 9TH AVE
COUNCIL BLUFFS, Iowa 51501-6203","712-323-5270","","https://www.lennox.com/locate/dealer/ia/council-bluffs/moore's-services-inc"
"Nolan Air Cond & Htg","ALBIA","Iowa","52531-8500","6448 189TH ST
ALBIA, Iowa 52531-8500","641-932-2240","","https://www.lennox.com/locate/dealer/ia/albia/nolan-ac-and-htg"
"North Central Mechanical Services","MASON CITY","Iowa","50401-5554","2601 15TH ST SW
MASON CITY, Iowa 50401-5554","641-424-4828","","https://www.lennox.com/locate/dealer/ia/mason-city/north-central-mechanical-svcs"
"Pauls Plumbing & Heating","WEST POINT","Iowa","52656-9303","410 AVENUE E
WEST POINT, Iowa 52656-9303","319-837-6411","","https://www.lennox.com/locate/dealer/ia/west-point/pauls-plumbing-and-htg"
"Perkins Plumbing Llc","ESTHERVILLE","Iowa","51334-1329","1017 N 5TH ST
ESTHERVILLE, Iowa 51334-1329","712-209-0956","","https://www.lennox.com/locate/dealer/ia/estherville/perkins-plumbing-llc"
"Pete's Plumbing & Heating","LEDYARD","Iowa","50556-7716","211 EDMUNDS ST
LEDYARD, Iowa 50556-7716","515-646-3851","","https://www.lennox.com/locate/dealer/ia/ledyard/pete's-plumbing-and-heating"
"Primrose Heating & Air Cond","JESUP","Iowa","50648-1132","725 5TH ST
JESUP, Iowa 50648-1132","319-827-1182","","https://www.lennox.com/locate/dealer/ia/jesup/primrose-htg-and-ac"
"Pritchard Brothers Inc","BOONE","Iowa","50036-2221","1019 STORY ST
BOONE, Iowa 50036-2221","515-432-6816","","https://www.lennox.com/locate/dealer/ia/boone/pritchard-brothers-inc"
"Rabe Hardware Incorporated","Blairstown","Iowa","52209","317 Locust St NW
Blairstown, Iowa 52209","319-454-6514","http://www.rabehardware.com/","https://www.lennox.com/locate/dealer/ia/blairstown/rabe-hardware-inc"
"R J Nelson Co Inc","COUNCIL BLUFFS","Iowa","51501-0869","2437 AVENUE M
COUNCIL BLUFFS, Iowa 51501-0869","712-322-7574","","https://www.lennox.com/locate/dealer/ia/council-bluffs/rj-nelson-co-inc"
"Schaal Furnace Co Inc","Johnston","Iowa","50131-1340","5670 NW Beaver Dr
Johnston, Iowa 50131-1340","","","https://www.lennox.com/locate/dealer/ia/johnston/schaal-furnace-co-inc"
"Schultz Plumbing & Heating","GREENFIELD","Iowa","50849-1410","211 SE KENT ST
GREENFIELD, Iowa 50849-1410","641-343-7134","","https://www.lennox.com/locate/dealer/ia/greenfield/schultz-plumbing-and-htg"
"Sibley Sheet Metal INC","Spirit Lake","Iowa","51360","2220 33rd St
Spirit Lake, Iowa 51360","(712) 754-4118","","https://www.lennox.com/locate/dealer/ia/spirit-lake/sibley-sheet-metal"
"Soll's Service Inc","MANNING","Iowa","51455-1028","217 MAIN ST
MANNING, Iowa 51455-1028","712-655-2024","","https://www.lennox.com/locate/dealer/ia/manning/soll's-service-inc"
"Tjarks Plumbing Htg & Air Cond","IOWA FALLS","Iowa","50126-2003","121 RIVER ST
IOWA FALLS, Iowa 50126-2003","641-648-5555","","https://www.lennox.com/locate/dealer/ia/iowa-falls/tjarks-plumbing-htg-and-ac"
"Tri-Star Heating & A/C Inc","GLENWOOD","Iowa","51534-1977","501 RAILROAD AVE
GLENWOOD, Iowa 51534-1977","712-527-5291","http://tri-starheat.com/","https://www.lennox.com/locate/dealer/ia/glenwood/tri-star-heating-and-a-c-inc"
"Van Haaften Plumbing & Heating","PELLA","Iowa","50219-2303","914 W 8TH ST
PELLA, Iowa 50219-2303","641-628-3621","","https://www.lennox.com/locate/dealer/ia/pella/van-haaften-plumbing-and-htg"
"Verlins P & H Inc.","Denison","Iowa","51442","1006 Oakpark Blvd
Denison, Iowa 51442","712-663-4406","","https://www.lennox.com/locate/dealer/ia/westside/verlins-p-and-h-inc"
"Vicks Htg Plbg & Vent Inc","Decorah","Iowa","52101-7574","1785 IA-9
Decorah, Iowa 52101-7574","563-382-4168","http://vicksheating.com/","https://www.lennox.com/locate/dealer/ia/decorah/vicks-htg-plbg-and-vent-inc"
"Walstra Plumbing & Heating Inc","SIOUX CENTER","Iowa","51250-1949","539 4TH ST NW
SIOUX CENTER, Iowa 51250-1949","712-722-1575","","https://www.lennox.com/locate/dealer/ia/sioux-center/walstra-plumbing-and-htg-inc"
"Wiese Plumbing & Heating Inc","STORM LAKE","Iowa","50588-1961","1400 MICHIGAN ST
STORM LAKE, Iowa 50588-1961","712-732-4044","","https://www.lennox.com/locate/dealer/ia/storm-lake/wiese-plbg-and-htg-inc"
"Wyckoff Heating & Cooling","Carlisle","Iowa","50047-9317","95 IA-5
Carlisle, Iowa 50047-9317","515-287-6000","http://www.wyckoffcomfort.com","https://www.lennox.com/locate/dealer/ia/carlisle/wyckoff-htg-and-cooling"
"Aire Serv of North Wichita","WICHITA","Kansas","67211-4541","1502 E HARRY ST
WICHITA, Kansas 67211-4541","316-768-3000","","https://www.lennox.com/locate/dealer/ks/wichita/aire-serv-of-north-wichita"
"All Seasons Air Conditioning & Heating","Ottawa","Kansas","66067","126 W Wilson
Ottawa, Kansas 66067","785-255-4663","","https://www.lennox.com/locate/dealer/ks/ottawa/all-seasons-ac-and"
"All Weather Control","BONNER SPRINGS","Kansas","66012-7662","16071 KREIDER RD
BONNER SPRINGS, Kansas 66012-7662","913-722-6216","https://www.allweathercontrol.com","https://www.lennox.com/locate/dealer/ks/bonner-springs/all-weather-control"
"Anthony Plumbing Heating & Cooling","LENEXA","Kansas","66219-1253","15203 W 99TH ST
LENEXA, Kansas 66219-1253","913-384-4440","https://www.anthonyphc.com","https://www.lennox.com/locate/dealer/ks/lenexa/anthony-plbg-htg-and-clg"
"Becker Bros","GARDEN PLAIN","Kansas","67050-5005","514 N MAIN ST
GARDEN PLAIN, Kansas 67050-5005","316-531-2264","","https://www.lennox.com/locate/dealer/ks/garden-plain/becker-bros"
"Beebe Heating & Air Cond Inc","Overland Park","Kansas","66215","9104 Cody St
Overland Park, Kansas 66215","913-541-1222","http://www.beebehvac.com/","https://www.lennox.com/locate/dealer/ks/overland-park/beebe-htg-and-ac-inc"
"Besel Roof & Htg Inc","Leavenworth","Kansas","66048-4537","300 Santa Fe St #150
Leavenworth, Kansas 66048-4537","913-682-7000","http://www.besels.com/","https://www.lennox.com/locate/dealer/ks/leavenworth/besel-roof-and-htg-inc"
"Bob Hamilton Plbg Htg AC","Overland Park","Kansas","66204-2311","7899 E Frontage Rd
Overland Park, Kansas 66204-2311","(913) 888-4262","","https://www.lennox.com/locate/dealer/ks/overland-park/bob-hamilton-plbg-htg-ac"
"CDL Electric Co Inc","Pittsburg","Kansas","66762","1308 N Walnut St
Pittsburg, Kansas 66762","620-231-6420","","https://www.lennox.com/locate/dealer/mo/nevada/cdl-electric-co-inc"
"Comfort Systems","Wichita","Kansas","67213","1840 S West St
Wichita, Kansas 67213","316-265-7831","http://www.comfortsystems.net","https://www.lennox.com/locate/dealer/ks/wichita/comfort-systems"
"Custom Sheetmetal & Rfg Inc","TOPEKA","Kansas","66608-1501","828 NW BUCHANAN ST
TOPEKA, Kansas 66608-1501","785-357-6200","","https://www.lennox.com/locate/dealer/ks/topeka/custom-sheetmetal-and-refrig-inc"
"Dales Sheet Metal Incorporated","IOLA","Kansas","66749-2942","211 N JEFFERSON AVE
IOLA, Kansas 66749-2942","620-365-3534","","https://www.lennox.com/locate/dealer/ks/iola/dales-sheet-metal-inc"
"Davenport Svc Co","OLATHE","Kansas","66062-4038","15744 S MAHAFFIE ST
OLATHE, Kansas 66062-4038","913-441-2222","","https://www.lennox.com/locate/dealer/ks/olathe/davenport-svc-co"
"Debackers Incorporated","TOPEKA","Kansas","66607-1544","1520 SE 10TH AVE
TOPEKA, Kansas 66607-1544","785-232-2916","","https://www.lennox.com/locate/dealer/ks/topeka/debackers-incorporated"
"Eck Heat & A/C Inc","Dearing","Kansas","67340","406 Independence Ave
Dearing, Kansas 67340","620-948-6250","","https://www.lennox.com/locate/dealer/ks/dearing/eck-heat-and-ac-inc"
"Eck Electric, Plumbing, and HVAC Services","Kingman","Kansas","67068-1817","1030 US-54
Kingman, Kansas 67068-1817","620-532-1109","","https://www.lennox.com/locate/dealer/ks/kingman/eck-svcs"
"Fahnestock LLC","WICHITA","Kansas","67226-1303","3532 N COMOTARA ST
WICHITA, Kansas 67226-1303","(316) 943-4328","","https://www.lennox.com/locate/dealer/ks/wichita/fahnestock-llc"
"Fenix Company Incorporated","Wichita","Kansas","67203-6005","802 West 2nd St N
Wichita, Kansas 67203-6005","(316) 945-4842","https://www.heatingandcoolingwichitaks.com","https://www.lennox.com/locate/dealer/ks/wichita/fenix-co-inc"
"Finney Htg & Air Cond Service","WINFIELD","Kansas","67156-2812","112 E 8TH AVE
WINFIELD, Kansas 67156-2812","620-221-9620","http://www.finneyheating.com/","https://www.lennox.com/locate/dealer/ks/winfield/finney-htg-and-ac-svc"
"Flaming's Plbg Htg & A/C Inc","MARION","Kansas","66861-1609","113 S 2ND ST
MARION, Kansas 66861-1609","620-382-2181","","https://www.lennox.com/locate/dealer/ks/marion/flamings-plbg-htg-and-ac-inc"
"Gallagher Plumbing & Heating","CLYDE","Kansas","66938-9664","318 WASHINGTON ST
CLYDE, Kansas 66938-9664","785-446-2210","","https://www.lennox.com/locate/dealer/ks/clyde/gallagher-plumbing-and-htg"
"Goering Hardware","MOUNDRIDGE","Kansas","67107-8807","104 N CHRISTIAN AVE
MOUNDRIDGE, Kansas 67107-8807","620-345-2442","","https://www.lennox.com/locate/dealer/ks/moundridge/goering-hardware"
"Hake Hardware","TIPTON","Kansas","67485-9368","505 MAIN
TIPTON, Kansas 67485-9368","785-373-4165","","https://www.lennox.com/locate/dealer/ks/tipton/hake-hardware"
"Hanover Electric Incorporated","HANOVER","Kansas","66945","105 W WASHINGTON
HANOVER, Kansas 66945","785-337-2711","","https://www.lennox.com/locate/dealer/ks/hanover/hanover-electric-incorporated"
"Koch Heating & Cooling","KANSAS CITY","Kansas","66104-2958","5500 PARALLEL PKWY
KANSAS CITY, Kansas 66104-2958","913-287-9055","http://kochheatingandcooling.com","https://www.lennox.com/locate/dealer/ks/kansas-city/koch-heating-and-cooling"
"Koehn Cooling","HIAWATHA","Kansas","66434-8584","2046 MALLARD RD
HIAWATHA, Kansas 66434-8584","785-742-2644","www.hvaccontractorinhiawathaks.com","https://www.lennox.com/locate/dealer/ks/hiawatha/koehn-cooling"
"Lancaster Brothers Heating & Clg","Stilwell","Kansas","66085","19495 Metcalf
Stilwell, Kansas 66085","913-851-3399","","https://www.lennox.com/locate/dealer/ks/stilwell/lancaster-brothers-htg-and-clg"
"Lee's Cooling & Heating","Independence","Kansas","67301","118 S 8th St
Independence, Kansas 67301","620-331-2310","https://leescooling.com/","https://www.lennox.com/locate/dealer/ks/independence/lees-cooling-and-htg-co-inc"
"McKee Inc","COLBY","Kansas","67701-3501","950 S RANGE AVE
COLBY, Kansas 67701-3501","785-462-3132","","https://www.lennox.com/locate/dealer/ks/colby/mckee-inc"
"McPherson Quality Air LLC","McPherson","Kansas","67460","501 US-81
McPherson, Kansas 67460","620-245-0599","","https://www.lennox.com/locate/dealer/ok/duncan/mcpherson-quality-air-llc"
"Mike Bryant Heating & Cooling","OLATHE","Kansas","66061-5875","1711 E 123RD TERRACE
OLATHE, Kansas 66061-5875","913-441-7807","http://www.mikebryanthvac.com","https://www.lennox.com/locate/dealer/ks/olathe/mike-bryant-htg-and-clg"
"Mission Plumbing Heating Cooling","SHAWNEE","Kansas","66203-2864","5729 NIEMAN RD
SHAWNEE, Kansas 66203-2864","913-631-0880","http://www.missionphc.com","https://www.lennox.com/locate/dealer/ks/shawnee/mission-plumbing-htg-cooling"
"Modern Air Conditioning Inc","EMPORIA","Kansas","66801-4019","106 COMMERCIAL ST
EMPORIA, Kansas 66801-4019","620-342-7577","http://www.modernairemporia.com/","https://www.lennox.com/locate/dealer/ks/emporia/modern-ac-inc"
"Overland Park Htg & Clg Inc","Stilwell","Kansas","66085-9100","16172 Metcalf Ave
Stilwell, Kansas 66085-9100","913-649-0303","http://www.overlandparkheatingandcoolinginc.com/","https://www.lennox.com/locate/dealer/ks/stilwell/overland-park-htg-and-clg-inc"
"Pestinger Htg & Air Cond Inc","Salina","Kansas","67401-8920","125 E Ave A
Salina, Kansas 67401-8920","785-827-6361","http://www.PestingerHeating.com","https://www.lennox.com/locate/dealer/ks/salina/pestinger-htg-and-ac-inc"
"Polestar Plumbing, Heating & Air Conditioning","Merriam","Kansas","66203","7252 W Frontage Rd
Merriam, Kansas 66203","913-432-3342","","https://www.lennox.com/locate/dealer/ks/merriam/polestar-plbg-inc"
"Rick Beebe Heating & AC","SHAWNEE","Kansas","66227-2437","7290 MIZE RD
SHAWNEE, Kansas 66227-2437","913-915-7569","","https://www.lennox.com/locate/dealer/ks/shawnee/rick-beebe-heating-and-ac"
"Mission Plumbing, Heating & Cooling","Shawnee","Kansas","66203","5729 Nieman Rd
Shawnee, Kansas 66203","913-631-6506","","https://www.lennox.com/locate/dealer/fl/maitland/sa-and-h-western-holdings-llc"
"Scott Temp Equipment Co Inc","LAWRENCE","Kansas","66044-4324","1815 BULLENE AVE
LAWRENCE, Kansas 66044-4324","785-843-2244","","https://www.lennox.com/locate/dealer/ks/lawrence/scott-temp-equipment-co-inc"
"Neal Harris Service Experts","Overland Park","Kansas","66214-1730","9040 Cody St
Overland Park, Kansas 66214-1730","816-361-1950","https://www.nealharrisserviceexperts.com/","https://www.lennox.com/locate/dealer/ks/overland-park/service-experts-012"
"Shawnee Heating & Cooling","LENEXA","Kansas","66215-2073","10666 WIDMER RD
LENEXA, Kansas 66215-2073","913-492-0824","http://www.shawneehvac.com/","https://www.lennox.com/locate/dealer/ks/lenexa/shawnee-heating-and-cooling"
"Smith Heating & Air Cond","ABILENE","Kansas","67410-1928","318 NE 14TH ST
ABILENE, Kansas 67410-1928","785-263-2412","","https://www.lennox.com/locate/dealer/ks/abilene/smith-htg-and-ac"
"Steve's Heating & Air Conditioning","EL DORADO","Kansas","67042-2025","505 N MAIN ST
EL DORADO, Kansas 67042-2025","316-321-9098","","https://www.lennox.com/locate/dealer/ks/el-dorado/steve's-heating-and-air-conditioning"
"Stueder Contractors Inc","GREAT BEND","Kansas","67530-3537","3410 10TH ST
GREAT BEND, Kansas 67530-3537","620-792-6044","","https://www.lennox.com/locate/dealer/ks/great-bend/stueder-contractors-inc"
"Tebow Plumbing Company Inc","COURTLAND","Kansas","66939-9712","410 MAIN ST
COURTLAND, Kansas 66939-9712","785-374-4275","","https://www.lennox.com/locate/dealer/ks/courtland/tebow-plumbing-company-inc"
"Ultra Heating & Cooling LLC","Mission","Kansas","66202-2653","5845 Horton St #6
Mission, Kansas 66202-2653","913-717-8000","","https://www.lennox.com/locate/dealer/ks/mission/ultra-htg-and-clg-llc"
"Waldorf Riley Heating & Cooling","ARKANSAS CITY","Kansas","67005-3920","1705 N SUMMIT ST
ARKANSAS CITY, Kansas 67005-3920","620-442-5610","","https://www.lennox.com/locate/dealer/ks/arkansas-city/waldorf-riley-htg-and-clg"
"Waldorf-Riley Heating & Cooling","ARKANSAS CITY","Kansas","67005-3920","1705 N SUMMIT ST
ARKANSAS CITY, Kansas 67005-3920","620-442-5610","http://www.waldorf-riley.com","https://www.lennox.com/locate/dealer/ks/arkansas-city/waldorf-riley-heating-and-cooling"
"Weber Refrigeration","Liberal","Kansas","67901","702 S Kansas Ave
Liberal, Kansas 67901","800-886-2186","http://www.weberorange.com","https://www.lennox.com/locate/dealer/ks/garden-city/weber-refrig"
